datetime,PIR
2013-08-30 00:00:02,0.0
2013-08-30 00:00:12,0.0
2013-08-30 00:00:22,0.0
2013-08-30 00:00:32,0.0
2013-08-30 00:00:42,0.0
2013-08-30 00:00:52,0.0
2013-08-30 00:01:02,0.0
2013-08-30 00:01:11,0.0
2013-08-30 00:01:22,0.0
2013-08-30 00:01:32,0.0
2013-08-30 00:01:42,0.0
2013-08-30 00:01:52,0.0
2013-08-30 00:02:01,0.0
2013-08-30 00:02:12,0.0
2013-08-30 00:02:21,0.0
2013-08-30 00:02:32,0.0
2013-08-30 00:02:41,0.0
2013-08-30 00:02:52,0.0
2013-08-30 00:03:01,0.0
2013-08-30 00:03:11,0.0
2013-08-30 00:03:21,0.0
2013-08-30 00:03:31,0.0
2013-08-30 00:03:42,0.0
2013-08-30 00:03:52,0.0
2013-08-30 00:04:02,0.0
2013-08-30 00:04:12,0.0
2013-08-30 00:04:21,0.0
2013-08-30 00:04:31,0.0
2013-08-30 00:04:42,0.0
2013-08-30 00:04:51,0.0
2013-08-30 00:05:01,0.0
2013-08-30 00:05:11,0.0
2013-08-30 00:05:21,0.0
2013-08-30 00:05:31,0.0
2013-08-30 00:05:41,0.0
2013-08-30 00:05:51,0.0
2013-08-30 00:06:01,0.0
2013-08-30 00:06:11,0.0
2013-08-30 00:06:21,0.0
2013-08-30 00:06:31,0.0
2013-08-30 00:06:41,0.0
2013-08-30 00:06:51,0.0
2013-08-30 00:07:01,0.0
2013-08-30 00:07:11,0.0
2013-08-30 00:07:21,0.0
2013-08-30 00:07:31,0.0
2013-08-30 00:07:41,0.0
2013-08-30 00:07:51,0.0
2013-08-30 00:08:02,0.0
2013-08-30 00:08:11,0.0
2013-08-30 00:08:21,0.0
2013-08-30 00:08:31,0.0
2013-08-30 00:08:41,0.0
2013-08-30 00:08:52,0.0
2013-08-30 00:09:01,0.0
2013-08-30 00:09:11,0.0
2013-08-30 00:09:21,0.0
2013-08-30 00:09:31,0.0
2013-08-30 00:09:41,0.0
2013-08-30 00:09:52,0.0
2013-08-30 00:10:01,0.0
2013-08-30 00:10:11,0.0
2013-08-30 00:10:21,0.0
2013-08-30 00:10:31,0.0
2013-08-30 00:10:41,0.0
2013-08-30 00:10:51,0.0
2013-08-30 00:11:01,0.0
2013-08-30 00:11:11,0.0
2013-08-30 00:11:21,0.0
2013-08-30 00:11:31,0.0
2013-08-30 00:11:41,0.0
2013-08-30 00:11:51,0.0
2013-08-30 00:12:01,0.0
2013-08-30 00:12:11,0.0
2013-08-30 00:12:21,0.0
2013-08-30 00:12:31,0.0
2013-08-30 00:12:41,0.0
2013-08-30 00:12:51,0.0
2013-08-30 00:13:01,0.0
2013-08-30 00:13:11,0.0
2013-08-30 00:13:21,0.0
2013-08-30 00:13:31,0.0
2013-08-30 00:13:41,0.0
2013-08-30 00:13:51,0.0
2013-08-30 00:14:01,0.0
2013-08-30 00:14:11,0.0
2013-08-30 00:14:21,0.0
